ID,DESCRIPTION.XML_LANG,DESCRIPTION
FIHO_NFC_D_AM_2Y_PA,en,"Financial, Interest Rates, Harmonized Euro Area Rates, Outstanding Amounts, Deposits, Non-Financial Corporations, Agreed Maturity, Up to 2 Years, Percent per annum"
FIHO_NFC_D_RP_PA,en,"Financial, Interest Rates, Harmonized Euro Area Rates, Outstanding Amounts, Deposits, Non-Financial Corporations, Repos, Percent per annum"
FIRAK_PA,en,"Financial, Interest Rates, Key Repurchase Agreement Rate, Percent per annum"
FILR_FX_EUR_PA,en,"Financial, Interest Rates, Lending Rate, Foreign Currency, Euro, Percent per Annum"
FILR_FX_PA,en,"Financial, Interest Rates, Lending Rate, Foreign Currency, Percent per Annum"
FILR_FX_USD_PA,en,"Financial, Interest Rates, Lending Rate, Foreign Currency, US Dollar, Percent per Annum"
FILR_ON_PA,en,"Financial, Interest Rates, Lending Rate, Overnight"
FILR_PA,en,"Financial, Interest Rates, Lending Rate, Percent per annum"
FILED_3M_PA,en,"Financial, Interest Rates, London Eurodollar Deposit Rate, Three-Month, Percent per annum"
FILIBOR_1M_PA,en,"Financial, Interest Rates, London Interbank Offer Rate, One-Month, Percent per annum"
FILIBOR_1Y_PA,en,"Financial, Interest Rates, London Interbank Offer Rate, One-Year, Percent per annum"
FILIBOR_ON_PA,en,"Financial, Interest Rates, London Interbank Offer Rate, Overnight, Percent per Annum"
FILIBOR_6M_PA,en,"Financial, Interest Rates, London Interbank Offer Rate, Six-Month, Percent per annum"
FPOLM_PA,en,"Financial, Interest Rates, Monetary Policy-Related Interest Rate, Percent per annum"
FIMM_FX_PA,en,"Financial, Interest Rates, Money Market, Foreign Currency"
FIMM_MAX_PA,en,"Financial, Interest Rates, Money Market, Maximum, Percent per annum"
FIMM_MIN_PA,en,"Financial, Interest Rates, Money Market, Minimum, Percent per annum"
FIMM_PA,en,"Financial, Interest Rates, Money Market, Percent per annum"
FIRR_PA,en,"Financial, Interest Rates, Rate of Remuneration, Percent per Annum"
FIR_PA,en,"Financial, Interest Rates, Refinancing Rate, Percent per annum"
FIRA_PA,en,"Financial, Interest Rates, Repurchase Agreement Rate, Percent per annum"
FIRAR_PA,en,"Financial, Interest Rates, Reverse Repurchase Agreement Rate"
FISR_FX_PA,en,"Financial, Interest Rates, Savings Rate, Foreign Currency, Percent per Annum"
FISR_PA,en,"Financial, Interest Rates, Savings Rate, Percent per annum"
FISDR_PA,en,"Financial, Interest Rates, SDR Interest Rate, Percent per annum"
BCG_GADANP_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government,  Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADANP_T_G01_XDC,en,"Fiscal, Budgetary Central Government,  Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALM_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Debt (at Market Value), Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GAAF_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GAAFCD_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFCD_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Currency and Deposits, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFD_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Domestic, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFD_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Domestic, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFFD_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFFD_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Financial Derivatives, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADAFFD_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Financial Derivatives, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFF_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Foreign, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFF_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Foreign, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFIR_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFIR_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Insurance Technical Reserves, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADAFIR_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Insurance Technical Reserves, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFLS_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFLS_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Loans, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADAFLS_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Loans, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFM_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Monetary Gold and SDRs, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFM_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Monetary Gold and SDRs, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADAFM_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Monetary Gold and SDRs, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFO_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Other Accounts Receivable, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFO_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Other Accounts Receivable, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFSO_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFSO_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Securities Other than Shares, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADAFSO_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Securities Other than Shares, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAAFAE_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAFAE_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Shares and Other Equity, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADAFAE_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Financial Assets, Shares and Other Equity, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GAL_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADL_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADL_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALCD_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLCD_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLCD_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALD_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Domestic, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLD_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Domestic, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLD_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Domestic, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALFD_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLFD_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLFD_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALF_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Foreign, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLF_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Foreign, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLF_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Foreign, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALIR_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLIR_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLIR_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALLS_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLLS_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLLS_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALO_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLO_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALSO_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLSO_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLSO_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALAE_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADLAE_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADLAE_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GALW_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GANW_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Net Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GAAN_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
BCG_GADAN_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADAN_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
BCG_GADANKC_T_G01_XDC,en,"Budgetary Central Government, Consumption of fixed capital [=23], Domestic Currency"
BCG_GADANS_T_G01_CA_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
BCG_GADANS_T_G01_XDC,en,"Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
